Aqsid Poc,Chart Name,DV Valid,DV Year,Latitude1,Longitude1,Pollutant and Averaging Time,Standards Unit,Validity Notes,Primary Standard,Secondary Standard,Max. DV
27-109-5008,Rochester (5008),Yes,2020,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,59
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2013,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,59
27-145-3052,St. Cloud (3052),Yes,2017,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,59
27-163-6016,St. Croix Watershed Research Station (6016),Yes,2016,45.168004,-92.765136,Ozone: 8-hour,PPB,,70,70,59
27-003-1001,East Bethel (1001),Yes,2016,45.40184,-93.20306,Ozone: 8-hour,PPB,,70,70,60
27-003-1002,Blaine (1002-3),Yes,2023,45.13767954,-93.20761498,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-003-1002-3,Blaine (1002-3),Yes,2013,45.13767954,-93.20761498,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-003-1002-3,Blaine (1002-3),Yes,2014,45.13767954,-93.20761498,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-049-5302,Stanton Air Field (5302),Yes,2017,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,60
27-053-0053-1,Minneapolis (0053-1),Yes,2001,44.98107636,-93.26966921,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-0053-1,Minneapolis (0053-1),Yes,2002,44.98107636,-93.26966921,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-0966-1,Minneapolis (0966-1),Yes,2013,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-1007-1,Minneapolis (1007-1),Yes,2003,45.03972,-93.29874,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-1007-1,Minneapolis (1007-1),Yes,2007,45.03972,-93.29874,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-1007-1,Minneapolis (1007-1),Yes,2008,45.03972,-93.29874,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-1007-1,Minneapolis (1007-1),Yes,2009,45.03972,-93.29874,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-1909,Minneapolis (1909-3),Yes,2021,45.013611,-93.272049,PM10 daily background for modeling-  smoke/dust removed,ug/m3,,150,150,60
27-053-1909-3,Minneapolis (1909-3),Yes,2018,45.013611,-93.272049,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-1909-3,Minneapolis (1909-3),Yes,2019,45.013611,-93.272049,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-1909-3,Minneapolis (1909-3),Yes,2020,45.013611,-93.272049,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-2006-1,St. Louis Park (2006-1),Yes,2000,44.94805,-93.34315,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-2006-1,St. Louis Park (2006-1),Yes,2001,44.94805,-93.34315,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-2006-1,St. Louis Park (2006-1),Yes,2002,44.94805,-93.34315,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-2006-1,St. Louis Park (2006-1),Yes,2004,44.94805,-93.34315,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-2006-1,St. Louis Park (2006-1),Yes,2005,44.94805,-93.34315,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-053-2006-1,St. Louis Park (2006-1),Yes,2006,44.94805,-93.34315,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-083-4210,Marshall (4210),Yes,2018,44.4438,-95.81789,Ozone: 8-hour,PPB,,70,70,60
27-095-3051,Mille Lacs Band (3051),Yes,2012,46.2053,-93.75945,Ozone: 8-hour,PPB,,70,70,60
27-095-3051,Mille Lacs Band (3051),Yes,2013,46.2053,-93.75945,Ozone: 8-hour,PPB,,70,70,60
27-095-3051,Mille Lacs Band (3051),Yes,2016,46.2053,-93.75945,Ozone: 8-hour,PPB,,70,70,60
27-095-3051,Mille Lacs Band (3051),Yes,2017,46.2053,-93.75945,Ozone: 8-hour,PPB,,70,70,60
27-109-5008,Rochester (5008),Yes,2018,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,60
27-109-5008-3,Rochester (5008-3),Yes,2009,43.996908,-92.450366,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-0021-1,St. Paul (0021-1),Yes,2006,44.96555,-93.05684,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-0866-2,St. Paul (0866-2),Yes,2014,44.89926,-93.01708,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-0868-3,St. Paul (0868-3),Yes,2007,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-0868-3,St. Paul (0868-3),Yes,2009,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-0868-3,St. Paul (0868-3),Yes,2015,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-0868-3,St. Paul (0868-3),Yes,2016,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-0868-3,St. Paul (0868-3),Yes,2017,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-1003-1,St. Paul (1003-1),Yes,2003,44.96133,-93.19019,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-1003-1,St. Paul (1003-1),Yes,2007,44.96133,-93.19019,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-1003-1,St. Paul (1003-1),Yes,2008,44.96133,-93.19019,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-123-1003-1,St. Paul (1003-1),Yes,2009,44.96133,-93.19019,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-137-0032-1,Duluth (0032-1),Yes,2010,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-137-0032-2,Duluth (0032-2),Yes,2010,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2023,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,60
27-137-7001-1,Virginia (7001-1),Yes,2002,47.523355,-92.536305,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-137-7001-1,Virginia (7001-1),Yes,2016,47.523355,-92.536305,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-137-7001-1,Virginia (7001-1),Yes,2017,47.523355,-92.536305,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-137-7001-1,Virginia (7001-1),Yes,2018,47.523355,-92.536305,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,60
27-139-0505,Shakopee (0505),Yes,2016,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,60
27-145-3052,St. Cloud (3052),Yes,2016,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,60
27-163-6016,St. Croix Watershed Research Station (6016),Yes,2017,45.168004,-92.765136,Ozone: 8-hour,PPB,,70,70,60
27-171-3201,St. Michael (3201),Yes,2017,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,60
27-003-1001,East Bethel (1001),Yes,2015,45.40184,-93.20306,Ozone: 8-hour,PPB,,70,70,61
27-003-1001,East Bethel (1001),Yes,2018,45.40184,-93.20306,Ozone: 8-hour,PPB,,70,70,61
27-049-5302,Stanton Air Field (5302),Yes,2015,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,61
27-049-5302,Stanton Air Field (5302),Yes,2016,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,61
27-049-5302,Stanton Air Field (5302),Yes,2018,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,61
27-109-5008,Rochester (5008),Yes,2015,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,61
27-109-5008,Rochester (5008),Yes,2016,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,61
27-109-5008,Rochester (5008),Yes,2017,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,61
27-139-0505,Shakopee (0505),Yes,2017,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,61
27-139-0505,Shakopee (0505),Yes,2020,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,61
27-139-0505,Shakopee (0505),Yes,2021,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,61
27-145-3052,St. Cloud (3052),Yes,2012,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,61
27-145-3052,St. Cloud (3052),Yes,2015,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,61
27-145-3052,St. Cloud (3052),Yes,2018,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,61
27-163-6016,St. Croix Watershed Research Station (6016),Yes,2018,45.168004,-92.765136,Ozone: 8-hour,PPB,,70,70,61
27-171-3201,St. Michael (3201),Yes,2016,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,61
27-003-1002,Blaine (1002),Yes,2010,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,62
27-003-1002,Blaine (1002),Yes,2017,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,62
27-003-1002,Blaine (1002),Yes,2022,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,62
27-005-2013,Detroit Lakes (2013),Yes,2012,46.851811,-95.846272,Ozone: 8-hour,PPB,,70,70,62
27-035-3204,Brainerd (3204),Yes,2012,46.39674,-94.1303,Ozone: 8-hour,PPB,,70,70,62
27-035-3204,Brainerd (3204),Yes,2013,46.39674,-94.1303,Ozone: 8-hour,PPB,,70,70,62
27-035-3204,Brainerd (3204),Yes,2023,46.39674,-94.1303,Ozone: 8-hour,PPB,,70,70,62
27-049-5302,Stanton Air Field (5302),Yes,2012,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,62
27-049-5302,Stanton Air Field (5302),Yes,2019,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,62
27-053-0962,Minneapolis (0962),Yes,2023,44.965242,-93.254759,Ozone: 8-hour,PPB,,70,70,62
27-083-4210,Marshall (4210),Yes,2021,44.4438,-95.81789,Ozone: 8-hour,PPB,,70,70,62
27-083-4210,Marshall (4210),Yes,2022,44.4438,-95.81789,Ozone: 8-hour,PPB,,70,70,62
27-109-5008,Rochester (5008),Yes,2021,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,62
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2010,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,62
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2011,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,62
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2012,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,62
27-139-0505,Shakopee (0505),Yes,2012,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,62
27-139-0505,Shakopee (0505),Yes,2015,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,62
27-145-3052,St. Cloud (3052),Yes,2013,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,62
27-145-3052,St. Cloud (3052),Yes,2014,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,62
27-145-3052,St. Cloud (3052),Yes,2019,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,62
27-145-3052,St. Cloud (3052),Yes,2020,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,62
27-145-3052,St. Cloud (3052),Yes,2021,45.549839,-94.13345,Ozone: 8-hour,PPB,,70,70,62
27-163-6016,St. Croix Watershed Research Station (6016),Yes,2022,45.168004,-92.765136,Ozone: 8-hour,PPB,,70,70,62
27-003-1002,Blaine (1002),Yes,2016,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,63
27-003-1002,Blaine (1002),Yes,2018,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,63
27-003-1002,Blaine (1002),Yes,2019,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,63
27-003-1002,Blaine (1002),Yes,2020,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,63
27-005-2013,Detroit Lakes (2013),Yes,2013,46.851811,-95.846272,Ozone: 8-hour,PPB,,70,70,63
27-049-5302,Stanton Air Field (5302),Yes,2013,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,63
27-049-5302,Stanton Air Field (5302),Yes,2014,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,63
27-109-5008,Rochester (5008),Yes,2012,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,63
27-109-5008,Rochester (5008),Yes,2022,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,63
27-139-0505,Shakopee (0505),Yes,2018,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,63
27-139-0505,Shakopee (0505),Yes,2019,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,63
27-171-3201,St. Michael (3201),Yes,2018,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,63
27-171-3201,St. Michael (3201),Yes,2019,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,63
27-171-3201,St. Michael Elementary School (3201),Yes,2021,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,63
27-171-3201,St. Michael Elementary School (3201),Yes,2022,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,63
27-003-1002,Blaine (1002),Yes,2009,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,64
27-003-1002,Blaine (1002),Yes,2021,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,64
27-049-5302,Stanton Air Field (5302),Yes,2023,44.473754,-93.012611,Ozone: 8-hour,PPB,,70,70,64
27-053-0954,Minneapolis (0954),Yes,2003,44.980995,-93.273719,Sulfur dioxide: 1-hour,PPB,,75,,64
27-083-4210,Marshall (4210),Yes,2012,44.4438,-95.81789,Ozone: 8-hour,PPB,,70,70,64
27-109-5008,Rochester (5008),Yes,2013,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,64
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2004,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,64
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2006,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,64
27-171-3201,St. Michael (3201),Yes,2012,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,64
27-171-3201,St. Michael (3201),Yes,2020,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,64
27-003-1002,Blaine (1002),Yes,2008,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,65
27-003-1002,Blaine (1002),Yes,2011,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,65
27-003-1002,Blaine (1002),Yes,2015,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,65
27-083-4210,Marshall (4210),Yes,2013,44.4438,-95.81789,Ozone: 8-hour,PPB,,70,70,65
27-083-4210,Marshall (4210),Yes,2014,44.4438,-95.81789,Ozone: 8-hour,PPB,,70,70,65
27-083-4210,Marshall (4210),Yes,2023,44.4438,-95.81789,Ozone: 8-hour,PPB,,70,70,65
27-109-5008,Rochester (5008),Yes,2014,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,65
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2003,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,65
27-139-0505,Shakopee (0505),Yes,2013,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,65
27-139-0505,Shakopee (0505),Yes,2014,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,65
27-139-0505,Shakopee (0505),Yes,2023,44.791437,-93.512534,Ozone: 8-hour,PPB,,70,70,65
27-053-0954,Minneapolis (0954),Yes,2005,44.980995,-93.273719,Sulfur dioxide: 3-hour,PPB,,,500,65.3
27-163-0436,St. Paul Park (0436),Yes,2019,44.84737,-92.9954,Sulfur dioxide: 3-hour,PPB,,,500,65.4
27-003-1001,Cedar Creek (1001),Yes,2023,45.40184,-93.20306,Ozone: 8-hour,PPB,,70,70,66
27-003-1002,Blaine (1002),Yes,2006,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,66
27-109-5008,Rochester (5008),Yes,2023,43.996908,-92.450366,Ozone: 8-hour,PPB,,70,70,66
27-137-0034,Voyageurs NP - Sullivan Bay (0034),Yes,2005,48.41252,-92.829225,Ozone: 8-hour,PPB,,70,70,66
27-003-1001,East Bethel (1001),Yes,2012,45.40184,-93.20306,Ozone: 8-hour,PPB,,70,70,67
27-003-1001,East Bethel (1001),Yes,2013,45.40184,-93.20306,Ozone: 8-hour,PPB,,70,70,67
27-003-1001,East Bethel (1001),Yes,2014,45.40184,-93.20306,Ozone: 8-hour,PPB,,70,70,67
27-003-1002,Blaine (1002),Yes,2012,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,67
27-003-1002,Blaine (1002),Yes,2013,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,67
27-003-1002,Blaine (1002),Yes,2014,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,67
27-003-1002,Blaine (1002),Yes,2023,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,67
27-053-0957,Minneapolis (0957),Yes,2002,45.021076,-93.28217,Nitrogen dioxide: 1-hour,PPB,,100,,67
27-123-0868,St. Paul (0868-1),Yes,2022,44.95072,-93.09827,PM10 daily background for modeling-  smoke/dust removed,ug/m3,,150,150,67
27-171-3201,St. Michael Elementary School (3201),Yes,2023,45.20916,-93.66921,Ozone: 8-hour,PPB,,70,70,67
27-003-1002,Blaine (1002),Yes,2005,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,68
27-163-6016,St. Croix Watershed Research Station (6016),Yes,2023,45.168004,-92.765136,Ozone: 8-hour,PPB,,70,70,68
27-003-1002,Blaine (1002),Yes,2007,45.13767954,-93.20761498,Ozone: 8-hour,PPB,,70,70,69
27-053-1909,Minneapolis (1909-3),Yes,2023,45.013611,-93.272049,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,69
27-003-1002-3,Blaine (1002-3),Yes,2011,45.13767954,-93.20761498,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-003-1002-3,Blaine (1002-3),Yes,2012,45.13767954,-93.20761498,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0956-1,Minneapolis (0956-1),Yes,2001,45.00718735,-93.27744782,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2003,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2004,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2005,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2006,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2010,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2011,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2012,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2016,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-0966-1,Minneapolis (0966-1),Yes,2017,44.97944,-93.26613,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-1007-1,Minneapolis (1007-1),Yes,2004,45.03972,-93.29874,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-1007-1,Minneapolis (1007-1),Yes,2005,45.03972,-93.29874,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-053-1007-1,Minneapolis (1007-1),Yes,2006,45.03972,-93.29874,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-095-3051-1,Mille Lacs Band (3051-1),Yes,2001,46.2053,-93.75945,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0866-2,St. Paul (0866-2),Yes,2010,44.89926,-93.01708,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868,St. Paul (0868-1),Yes,2021,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868-1,St. Paul (0868-1),Yes,2005,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868-3,St. Paul (0868-3),Yes,2006,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868-3,St. Paul (0868-3),Yes,2010,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868-3,St. Paul (0868-3),Yes,2011,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868-3,St. Paul (0868-3),Yes,2012,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868-3,St. Paul (0868-3),Yes,2013,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-0868-3,St. Paul (0868-3),Yes,2014,44.95072,-93.09827,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-1003-1,St. Paul (1003-1),Yes,2000,44.96133,-93.19019,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-1003-1,St. Paul (1003-1),Yes,2001,44.96133,-93.19019,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-123-1003-1,St. Paul (1003-1),Yes,2002,44.96133,-93.19019,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-1,Duluth (0032-1),Yes,2000,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-1,Duluth (0032-1),Yes,2001,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-1,Duluth (0032-1),Yes,2002,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-1,Duluth (0032-1),Yes,2008,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-1,Duluth (0032-1),Yes,2009,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-1,Duluth (0032-1),Yes,2011,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-2,Duluth (0032-2),Yes,2008,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-2,Duluth (0032-2),Yes,2009,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-2,Duluth (0032-2),Yes,2011,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
27-137-0032-2,Duluth (0032-2),Yes,2012,46.75154,-92.14127,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,70
